aleaf,awood,aroot,tleaf,twood,troot,location,scenario
0.0014200066443125004,0.0,0.003767232239020834,0.021247422371133015,0.0,0.01158558444006736,belem,rcp85
0.0002899276190875,0.0,0.0003420671909125,0.0032386899680600188,0.0,0.0024909536069197143,belem,rcp85
7.062003316666665e-05,0.0,0.0013073318334999998,0.008585959685529816,0.0,0.00931255271262898,belem,rcp85
0.00059955010875,0.0,0.00021339919125000002,0.006757669207954294,0.0,0.0016682559284277247,belem,rcp85
0.0010524809510833331,0.0,0.00018755551558333327,0.0025446829057891246,0.0,0.0037835515653675705,belem,rcp85
0.0005052023069166666,0.0,0.00053377415975,0.0036998153598659846,0.0,0.0010544444074780297,belem,rcp85
0.0003246686265,0.0,0.0007226495235,0.004118514045349894,0.0,0.003808043658918657,belem,rcp85
0.0007813038821041668,0.0,0.0007931120012291668,0.00521529277349443,0.0,0.0034417000265433086,belem,rcp85
0.0001496369162083333,0.0,0.0021090335171249992,0.008050603776922996,0.0,0.013316804689080043,belem,rcp85
0.0001814245875,0.0,0.0026097229125,0.007525181107531085,0.0,0.010205237060614871,belem,rcp85
0.00028375214253243753,0.0,0.0006740609968175625,0.004782424224776067,0.0,0.0020724109357156315,belem,rcp85
0.0004562248775,0.0,5.78313225e-05,0.002377951961901201,0.0,0.002679687224048714,belem,rcp85
0.0002714045888125,0.0,0.00023471119452083333,0.002389096109275186,0.0,0.0026800513682166513,belem,rcp85
9.864400875e-05,0.0,0.00065292939125,0.002318529645660192,0.0,0.0039926083309619114,belem,rcp85
0.0020397469612500004,0.0,0.001317861205416667,0.01934053569455381,0.0,0.009293068230773891,belem,rcp85
0.00018616526600000007,0.0,0.0002763571340000001,0.0012387402803811667,0.0,0.0016924067232724326,belem,rcp85
0.00085246204075,0.0,0.00029178230925,0.0035009628861824046,0.0,0.0010072376948836782,belem,rcp85
0.0011593723930416668,0.0,0.000865732223625,0.004037215068437461,0.0,0.004983171660769161,belem,rcp85
0.000561553499,0.0,0.0008783272676666665,0.0032217239579055553,0.0,0.011439331313555463,belem,rcp85
0.0024379657128125,0.0,0.0005037727038541667,0.004525388619347206,0.0,0.019466651927679622,belem,rcp85
0.0002005120146666666,0.0,0.002305888168666666,0.016068125705768932,0.0,0.018510393461071695,belem,rcp85
0.0011140652670833333,0.0,9.032961624999999e-05,0.0021717386461387505,0.0,0.0020515445368255703,belem,rcp85
0.0024606016102499996,0.0,0.0010296134397499998,0.006779597714207816,0.0,0.0031191905662525483,belem,rcp85
0.0005486100805833332,0.0,0.0009544312360833333,0.007185579982464259,0.0,0.0010793988043106728,belem,rcp85
0.00046488250416666676,0.0,0.0012255993291666668,0.01347753452498215,0.0,0.0037698042357048145,belem,rcp85
0.0020153791803750004,0.0,0.000125793919625,0.00411681568589706,0.0,0.0020335541087759096,belem,rcp85
0.0015496305703125,0.0,0.0025965381796875,0.00089206996888206,0.0,0.026587548386376184,belem,rcp85
0.0017291562861458337,0.0,0.0017552896305208336,0.02069120515602003,0.0,0.0019035282720760052,belem,rcp85
0.00022835787364583333,0.0,0.0009502634096875,0.002754124642728785,0.0,0.008728310103539407,belem,rcp85
2.3996081549999995e-10,0.0,4.129937844999999e-10,1.7249821954945696e-09,0.0,5.1200335866485105e-09,belem,rcp85
0.00048401467406250005,0.0,0.0032037161759375004,0.008444668267257743,0.0,0.0204398006310628,belem,rcp85
0.0003270250754166668,0.0,0.0003353041912500001,0.005504937421144042,0.0,0.004409564160255668,belem,rcp85
0.0011484572176875,0.0,0.0005498159323124999,0.006157882897759729,0.0,0.0071556604428894555,belem,rcp85
0.0014856314428552508,0.0,0.00012045660347475004,0.006908322328337475,0.0,0.00499975008194839,belem,rcp85
