aleaf,awood,aroot,tleaf,twood,troot,location,scenario
0.0011746430228125003,0.0,0.003116290393854167,0.017576070183168167,0.0,0.00958370581027738,manaus,rcp60
0.0003163016365625,0.0,0.0039725341134375005,0.03199622960442206,0.0,0.01385370922413906,manaus,rcp60
0.000311936054,0.0,0.0003680335460000001,0.0034845392513678775,0.0,0.0026800421473647156,manaus,rcp60
7.420483485416667e-05,0.0,0.0013736943818125,0.00902179865910909,0.0,0.009785274873497668,manaus,rcp60
0.0011041125775,0.0,0.00039298922250000003,0.012444710555791055,0.0,0.0030722075205794727,manaus,rcp60
0.00193974835775,0.0,0.00034566944224999997,0.004689913373176221,0.0,0.00697317887590261,manaus,rcp60
0.0004906052034791666,0.0,0.0005183515131875,0.003592914447561712,0.0,0.0010239777332876662,manaus,rcp60
0.00038624084200000004,0.0,0.000859697358,0.004899575144704563,0.0,0.004530225186983082,manaus,rcp60
0.0012459014525625,0.0,0.0012647311974375,0.008316534693947818,0.0,0.005488285877713079,manaus,rcp60
0.00021252106950000004,0.0,0.0029953441305,0.011433829085400074,0.0,0.01891312415784934,manaus,rcp60
0.00021285946300000002,0.0,7.285793700000001e-05,0.0017737934905204516,0.0,0.002052439972522019,manaus,rcp60
0.00025507584158333325,0.0,0.0036691678750833323,0.010580108961639453,0.0,0.014348162328293898,manaus,rcp60
0.0005991506939999999,0.0,0.0014232989059999998,0.010098224343625638,0.0,0.0043759544485034675,manaus,rcp60
0.0011548986172916663,0.0,0.00014639559937499997,0.006019604734916506,0.0,0.00678342462775499,manaus,rcp60
0.0006940722449375001,0.0,0.0006002349717291667,0.006109717257145005,0.0,0.00685378710000749,manaus,rcp60
0.00025343411625000005,0.0,0.0016774924837500002,0.005956717688111154,0.0,0.010257725499114205,manaus,rcp60
0.0028460870369999996,0.0,0.001838829896333333,0.026986115912717292,0.0,0.012966746134703715,manaus,rcp60
0.0002849387190416667,0.0,0.0004229835642916667,0.001895977033208357,0.0,0.0025903446662641745,manaus,rcp60
0.001757258903583333,0.0,0.0006014778797499998,0.007216858826284147,0.0,0.0020763122845937655,manaus,rcp60
0.001593113058583333,0.0,0.0011896171747499999,0.0055476049666519645,0.0,0.006847459792540044,manaus,rcp60
0.000645689525,0.0,0.0010099246416666666,0.0037044260533779672,0.0,0.01315325505997293,manaus,rcp60
0.0034692604309999988,0.0,0.0007168758356666665,0.006439693384320546,0.0,0.027701326930820034,manaus,rcp60
0.00027118287866666663,0.0,0.0031186031046666666,0.021731369020016454,0.0,0.02503441897170537,manaus,rcp60
0.0009903408437500001,0.0,8.029790625e-05,0.0019305524970294704,0.0,0.0018237067500629324,manaus,rcp60
0.0005945833778750002,0.0,0.0001327357387916667,0.005321081026786195,0.0,0.0028622847602246203,manaus,rcp60
0.003412450392499999,0.0,0.0014279047741666663,0.009402188791744315,0.0,0.004325805131456999,manaus,rcp60
0.0004983460644166667,0.0,0.0008669856189166666,0.006527232421622097,0.0,0.0009805035764058859,manaus,rcp60
0.0006474154408333333,0.0,0.001706822525833333,0.018769396304726398,0.0,0.005249992093140163,manaus,rcp60
0.00023447694300867504,0.0,0.0003846040946379917,0.003830207720011289,0.0,0.00337297531991467,manaus,rcp60
0.0029439639870625,0.0,0.0001837533962708333,0.006013636162699583,0.0,0.002970513003347247,manaus,rcp60
0.0004192533586041668,0.0,0.0007024947580625002,0.00024134999510773482,0.0,0.007193275075743446,manaus,rcp60
0.00022812726554376664,0.0,0.00045031813384289993,0.001052225317290794,0.0,0.0028797363502268496,manaus,rcp60
0.0024659920328333326,0.0,0.0025032614338333327,0.029508233277279416,0.0,0.0027146681828715507,manaus,rcp60
0.000349831531875,0.0,0.001455750568125,0.004219165415048424,0.0,0.013371284490662641,manaus,rcp60
0.0005501248129999998,0.0,0.0009468134536666664,0.00395462694918529,0.0,0.011737989444400479,manaus,rcp60
0.0006771411762500003,0.0,0.0044820296904166685,0.011814171986846771,0.0,0.028595477334321776,manaus,rcp60
0.0004102781803124999,0.0,0.00042066496968749985,0.006906368586578596,0.0,0.005532138345464346,manaus,rcp60
0.0010276535406874999,0.0,0.0004919820093125,0.005510148802725109,0.0,0.006402972332656593,manaus,rcp60
0.001318535900416667,0.0,0.00010690831625000001,0.006131312746084979,0.0,0.0044374060658612735,manaus,rcp60
2.49197648e-05,0.0,0.00015307855519999997,0.0006902672685189937,0.0,0.0013305642898395862,manaus,rcp60
0.0005472554046666666,0.0,0.0006264827286666665,0.0011959631758000628,0.0,0.004315439283588772,manaus,rcp60
0.0007808605548125001,0.0,0.0011531593951874999,0.0016596690705644637,0.0,0.012913897722267158,manaus,rcp60
