"","location","scenario","aleaf_s","awood_s","aroot_s","tleaf_s","twood_s","troot_s"
"55","belem","hist",0.0126755629527129,0,0.0295339160437635,0.000604838197372824,0,0.0251002395821381
"56","belem","hist",0.00026902874724021,0,0.000390014946047064,0.000317826857128426,0,0.000399174409778795
"57","belem","hist",0.0652894780923267,0,0.0184817806275557,0.0546711785194081,0,0.00543450090785836
"58","belem","hist",0.0112236343936453,0,0.00192916408207311,0.00205397966676778,0,0.00509817280101059
"59","belem","hist",0.0130575916949037,0,0.0835853081874031,0.072049165434458,0,0.0261932810163739
"60","belem","hist",0.0171283548528942,0,0.0628026327823795,0.0262088024449002,0,0.0416710627397304
"61","belem","hist",0.734056087681952,0.0928155917285171,0.0782663114693027,0.359103118262814,0.361678010238098,0.135439497477003
"62","belem","hist",0.00442877790459405,0.0289733742890122,0.0426187539729328,0.0526687584775246,0.00331192223484004,0.028277362545559
"63","belem","hist",0.1596652218422,0.130820874724287,0.163428291983034,0.235674110375109,0.190941095397848,0.239546515386889
"64","belem","hist",0.0732420256797823,0.0206436050395339,0.00404827230605166,0.0501339818448546,0.015405555168865,0.048231839201606
"65","belem","hist",0.217637238587962,0.473595535361693,0.046445994704773,0.0920345165291817,0.0779678836993886,0.188505541693147
"66","belem","hist",0.051989067683627,0.182440551716285,0.0422210805162109,0.0527660504738445,0.0166182042079571,0.0260650883593871
"67","belem","hist",0.0470573099154697,0.10011565750358,0.012035894288317,0.0296588854090922,0.033828443567127,0.054236447457372
"68","belem","hist",0.176011955005458,0.116172779801313,0.685147673418739,0.490739415166524,0.268177946158742,0.175865953378861
"69","belem","hist",0.233444358402456,0.0526090364568567,0.0712965889452158,0.0460980007082373,0.0666650760812286,0.0610752532616373
"70","belem","hist",0.120043476028148,0.127227965339757,0.108988739355015,0.166837436608457,0.227170207170984,0.156885355297535
"71","belem","hist",0.107667098684207,0.0181379686230382,0.030075650259141,0.0748699270618117,0.100979742258477,0.037997597156345
"72","belem","hist",0.0428665899023138,0.010253391030594,0.0441874966781147,0.0451431707594585,0.0196613458978648,0.0112545903404478
"73","belem","hist",0.0162293361098011,0.0104163201412846,0.0795878909037116,0.0576409128265214,0.0134805544588031,0.0230901751648218
"74","belem","hist",0.245835565977179,0.274669222762884,0.0592361941069375,0.149799419656619,0.26669398878396,0.147620162042151
"75","belem","hist",0.0422453529122793,0.113455418881628,0.0750842643081114,0.144662160485994,0.00209455671471576,0.0630768545565008
"76","belem","hist",0.0405928847702116,0.128278645732117,0.0266542080473471,0.0284624733500439,0.067525476522311,0.0252368699216861
"77","belem","hist",0.319838429091271,0.180656336637156,0.127986974379063,0.0118328567514542,0.284727189974381,0.312948291267221
"78","belem","hist",0.0647126419643471,0.35565285645265,0.0744909930742839,0.197737182149956,0.149550863335628,0.194491531597613
"79","belem","hist",0.0314016597044508,0.0700263816588511,0.110988101399228,0.031630394179129,0.146221081398959,0.00352691913778731
"80","belem","hist",0.112095818843428,0.0385074879926518,0.0346531143514127,0.121556077077734,0.122158049385851,0.0123383899534059
"81","belem","hist",0.218745200459067,0.464071844961327,0.362773897302724,0.239511042627516,0.411397403383856,0.481133817330659
"82","belem","hist",0.0264174421653784,0.353535024811237,0.0502592519709676,0.109050962832295,0.196311016727492,0.0611313349002753
"83","belem","hist",0.021659728566409,0.029876757070455,0.0987473147589338,0.0618755671745009,0.0127728954373322,0.0439888538415656
"84","belem","hist",0.0440178389814322,0.0214917213197334,0.0289939984135578,0.0161405970257487,0.0580982066595701,0.0188827750027393
"85","belem","hist",0.0271840770287012,0.230629674475628,0.200239916367578,0.280081796582514,0.252954739331075,0.0686808829531015
"86","belem","hist",0.212224264458004,0.103502888168364,0.163172532542065,0.263327534712435,0.181586079120119,0.141213513974821
"87","belem","hist",0.0343750265200068,0.286663256404959,0.0170430530255247,0.115082546685469,0.173398556661912,0.100892497077307
"88","belem","hist",0.0259455120695616,0.0365894898797314,0.0332333561489421,0.0427700560613404,0.0155328951509236,0.00907848491669537
"89","belem","hist",0.327921274810653,0.157032331773276,0.0469753680214187,0.267776587043234,0.0358412085681088,0.12424104610414
"90","belem","hist",0.0961618515932673,0.102382121474425,0.197881034215181,0.112204323263076,0.145766009494579,0.129488540841426
"91","belem","hist",0.375576688264951,0.0957961807940431,0.313662939825541,0.381951773211904,0.0702541444385805,0.240038309092899
"92","belem","hist",0.00919396037920623,0.00721125447013462,0.00176957679770987,0.00962265430878041,0.00675634073820414,0.00466980584251317
"93","belem","hist",0.338525754785682,0.063403287706514,0.0639985339745942,0.279434195705412,0.0166085832178599,0.00569075728557113
"94","belem","hist",0.0437715335913886,0.00571023913661177,0.00450784326651177,0.0230714790371899,0.014749494018905,0.0156544792398947
"95","belem","hist",0.00398447046082813,0.041096348167191,0.00256984146178119,0.00141416026115093,0.00369470412105731,0.00620083142188786
"96","belem","hist",0.0306371576920503,0.0723502855582793,0.0755981556367313,0.0880938946944723,0.0453822707334171,0.00600937400506903
"97","belem","hist",0.105934729084464,0.0501366478835188,0.0333677174467396,0.118408291649886,0.0605999991447703,0.0276168187525786
"98","belem","hist",0.275223497276591,0.099541316438609,0.14785459654563,0.0312118828095026,0.111024466080268,0.0807757673552418
"99","belem","hist",0.00440580232449806,0.0192880802359757,0.0120346128475703,0.00644068586339794,0.000541933070579974,0.00774979119061147
"100","belem","hist",0.0320217271573671,0.197927062684641,0.120239651964821,0.1965894856338,0.225551498995471,0.0566408840643866
"101","belem","hist",0.0856133854253721,0.22738746841018,0.0465988351891167,0.090593621289046,0.13721626434925,0.0637962546651312
"102","belem","hist",0.0254780515165075,0.278337555881801,0.111258982464669,0.135440291637891,0.131373834088073,0.193455009933621
"103","belem","hist",0.0366273295824483,0.0925518187155709,0.0948655590011882,0.146914986238357,0.119116418258755,0.0832992190008347
"104","belem","hist",0.00256124644000309,0.00535868781545473,0.00924677087824034,0.00754078383959156,0.00676326776934894,0.00606616727500493
"105","belem","hist",0.0249805123447061,0.339644512292198,0.120716938310012,0.115086038380223,0.0875499927909749,0.178676060344629
"106","belem","hist",0.0843072961304904,0.0312124580350566,0.144636745156723,0.0163121241337219,0.185593214658265,0.0970922112507056
"107","belem","hist",0.0822079542441569,0.121742623690999,0.0381685790471038,0.0519289138368157,0.125544768909583,0.00888669695644718
"108","belem","hist",0.187890804310009,0.18439715121745,0.0243512174734979,0.0674999049700666,0.0465648812629214,0.0122033566633314
"109","belem","hist",0.496026193997517,0.26078390971213,0.97411262705672,0.981042352132263,0.300013618627842,1
"110","belem","hist",0.00919441844344905,0.014848454129601,0.0329633948489083,0.0305106630160522,0.00706337616903129,0.00378521004226914
"111","belem","hist",0.0519067494518538,0.145169947118152,0.0173628555274436,0.0885841764716644,0.0145097500449331,0.0336934313645903
"112","belem","hist",0.0448047339097766,0.125490087618825,0.0346778370945977,0.0645114909478736,0.0201618735960233,0.0657132616502653
"113","belem","hist",0.0111205281224356,0.0868634890238055,0.0329601320770572,0.0487039602258142,0.046010533018039,0.00756373924924281
"114","belem","hist",0.00164295719916504,0.0138533036174343,0.00681552955557703,0.00754114413809683,0.0012811523086239,0.00352302049334659
"115","belem","hist",0.113435193026,0.354585478358913,0.252237664268671,0.355960336770106,0.338144933665817,0.103165200449703
"116","belem","hist",0.475919456905696,0.480250015951007,0.526784565163103,0.287815583051428,0.341537229660933,0.720872255907442
"117","belem","hist",0.0409576123737628,0.0294281477773209,0.0287711772029195,0.0192444858846914,0.0418011615859402,0.015553556209555
"118","belem","hist",0.128773332145758,0.3836011405647,0.0346605342469973,0.199482116038751,0.220759336521269,0.0230197110901439
"119","belem","hist",0.00245314854549717,0.017633874675926,0.00892998582678735,0.00101814988469874,0.013447022543591,0.0138393407286285
"120","belem","hist",0.0184792917770962,0.02132143731102,0.0337666554515033,0.00526377151755808,0.0327626879826881,0.0296557247722044
"121","belem","hist",0.148103436521461,0.123213164823526,0.0369846260337799,0.0680842482027092,0.056152286735345,0.0519267841201151
"122","belem","hist",0.327511546737699,0.108495236714872,0.224742526474208,0.353816136690958,0.415193170943728,0.0462666606820663
"123","belem","hist",0.00801860423096244,0.0216296613434955,0.0415584015068474,0.0484317838419034,0.0531112153778866,0.0356508993000647
"124","belem","hist",0.0330381014636311,0.118060578974305,0.0957666496467751,0.0146761196210802,0.0232444274613081,0.0810064733861826
"125","belem","hist",0.00987265243170787,0.0115943972420532,0.0455234740408395,0.006752021348213,0.0306694426253699,0.0132597663909681
"126","belem","hist",0.0172311480793283,0.0722991508520509,0.0307855899077684,0.0529503689598999,0.05315144932842,0.0416262058911102
"127","belem","hist",0.0522991790521217,0.293447220490114,0.0130920043677842,0.0730529263600157,0.0316911684498164,0.12628482698315
"128","belem","hist",0.0470764208637876,0.504469509071112,0.0800371161913235,0.19787671171801,0.257142666328542,0.0141034116501653
"129","belem","hist",0.13995563657987,0.182503821192952,0.139134857126159,0.168596271879106,0.2165565542151,0.192717061198282
"130","belem","hist",0.00249502022137192,0.0157392230316697,0.00273597502880664,0.00719021956085951,0.00559248409911056,0.00236313279578814
"131","belem","hist",0.0395510019951488,0.0332807228272077,0.0356636959122977,0.031987186627228,0.00150189605815506,0.0495973842549808
"132","belem","hist",0.0590262386014201,0.0137524688469904,0.00413166411659604,0.0348017553449256,0.0277189028446544,0.011570305648598
"133","belem","hist",0.235818656299197,0.28714162441708,0.255314734772888,0.259908425524801,0.467213970644964,0.40142194115896
"134","belem","hist",0.657110947283945,0.0720268140457369,0.127084056184371,0.219141431621527,0.112471933131912,0.0744720127171939
"135","belem","hist",0.0372638738941224,0.145964236695799,0.0390313086997892,0.00196913313626823,0.0864484657356592,0.0736559982121242
"136","belem","hist",0.158810027858236,0.0438397725573054,0.0618122873175566,0.042461962915766,0.0293732853906926,0.0596118144102663
"137","belem","hist",0.0380134062160539,0.236783172089536,0.241903424863823,0.0709210839897249,0.142725410486682,0.251024371526424
"138","belem","hist",0.0362635570592572,0.0195733625797999,0.0481160837401827,0.0575723145615115,0.0600744985278459,0.0241521477001241
"139","belem","hist",0.0535990759558705,0.115536929650936,0.0292743567326715,0.0495105785708083,0.0156262798177525,0.0790147934547034
"140","belem","hist",0.226743076518138,0.110941954836638,0.0444661528308206,0.0925073709888181,0.00992945994198102,0.0865006039007845
"141","belem","hist",0.022998628416597,0.038688990728723,0.161703113275095,0.12186894463433,0.145869194891829,0.0595584425868061
"142","belem","hist",0.0940462135393327,0.112715306944889,0.167928290492025,0.0467293612212398,0.0604902055150488,0.134629741350752
"143","belem","hist",0.0437130860703876,0.0152238444184064,0.0175523186235896,0.00172865969764751,0.0104999112999724,0.014858248854194
"144","belem","hist",0.0557523989087334,0.136394637201189,0.0124476399425007,0.0681200082273439,0.026004744473028,0.0428661449542804
"145","belem","hist",0.653184381186003,0.150453115051982,0.102159285621058,0.0521465261761784,0.321592634299454,0.399319869341323
"146","belem","hist",0.0805126514362313,0.945181351756609,0.199921357354032,0.227719355006683,0.640449408350562,0.206332960581357
"147","belem","hist",0.0301554258160831,0.254136331794478,0.096408791679818,0.0429617584920222,0.123993125316569,0.0875532116166021
"148","belem","hist",0.0757925257801267,0.0252540889456817,0.0202632464693642,0.0550667048572553,0.0504158142583249,0.0416177870076176
"149","belem","hist",0.0144812773642739,0.0600237867740685,0.00729281511845682,0.0126333736833914,0.0414090235191039,0.0034685540791445
"150","belem","hist",0.0879472405278474,0.0787162680876311,0.0885578031518304,0.129131497158005,0.0371411397604223,0.0755064696303685
"151","belem","hist",0.218546032669266,0.201468529146165,0.0928664632238353,0.12403555507283,0.267781634911929,0.0234673452146259
"152","belem","hist",0.331943205609345,0.0851254904707315,0.640183352571782,0.640183355155608,0.352674310546579,0.449456232857841
"153","belem","hist",0.0618869385487279,0.0557005947870545,0.0918963897712524,0.0440603483351803,0.115932143845239,0.0737541485332354
"154","belem","hist",0.301508735399359,0.0877597579285624,0.0861514050585291,0.248134064328519,0.274523234366139,0.0219835384826822
"155","belem","hist",0.0641829727603837,0.100093515368332,0.0108379998778603,0.0215169403589529,0.0624331906352802,0.0181883196708353
"156","belem","hist",0.0906485217440724,0.15264002316821,0.257460116654747,0.110913267463134,0.277963337163813,0.122191223944912
"157","belem","hist",0.035168056355293,0.115909043689964,0.0687077507314909,0.0897224668538271,0.128492100253313,0.0107505158906919
"158","belem","hist",0.354652386915195,0.45007338529841,0.0439251067164523,0.0756951907191993,0.11868671983528,0.375923896244738
"159","belem","hist",0.138118233077294,0.188610769795588,0.0198924743914102,0.110788033864027,0.0979399746001783,0.0194078079503213
"160","belem","hist",0.0213349855789437,0.0450782274949727,0.00965122766555699,0.0278208147506969,0.0203150587208658,0.0311060698990192
"161","belem","hist",0.00342175051132566,0.0476252821781833,0.0107729611744191,0.00556514486002734,0.0298082898053689,0.00676145837449098
"162","belem","rcp26",0.0527780762383887,0,0.105152225275372,0.0620421979197436,0,0.0268578809356316
"163","belem","rcp26",0.0145814969151462,0,0.137531261289707,0.115882391884447,0,0.0398343411888847
"164","belem","rcp26",0.0129358671567491,0,0.0114617278633225,0.011352542954805,0,0.00693205267826887
"165","belem","rcp26",0.00329700726672578,0,0.0458365443126365,0.0314919647612205,0,0.0271176823668599
"166","belem","rcp26",0.0510087266085332,0,0.0136346598655831,0.0451682908109262,0,0.00885262079106307
"167","belem","rcp26",0.0897607206799228,0,0.0120125270648052,0.0170499600825774,0,0.0201262219191707
"168","belem","rcp26",0.0221950352311493,0,0.0176108696868078,0.0127699227513733,0,0.00288937006907368
"169","belem","rcp26",0.0163012844580716,0,0.0272484716567454,0.0162457538732752,0,0.0119254274482045
"170","belem","rcp26",0.0561659045596372,0,0.0428173820069857,0.0294543311364394,0,0.0154317879219209
"171","belem","rcp26",0.00965060445188359,0,0.102148619876886,0.0407908077431335,0,0.053568178950439
"172","belem","rcp26",0.00894206526796884,0,0.00229854324125933,0.00585417495861392,0,0.00537781062804417
"173","belem","rcp26",0.0115887258090228,0,0.125189277472941,0.0377636972442254,0,0.0406587122150865
"174","belem","rcp26",0.0261627576076911,0,0.0466741564040919,0.0346425826220837,0,0.0119182002333652
"175","belem","rcp26",0.0492464426545753,0,0.00468803447075147,0.02016585531903,0,0.0180414120960935
"176","belem","rcp26",0.0297112184338049,0,0.0192961116121066,0.0205472935352109,0,0.018299405276935
"177","belem","rcp26",0.0107895932878222,0,0.0536332036631029,0.0199234705456745,0,0.0272384259202406
"178","belem","rcp26",0.129823382690871,0,0.0629910881185787,0.096708096447817,0,0.0368915055492346
"179","belem","rcp26",0.0124249521002549,0,0.0138515877851486,0.00649522203727796,0,0.00704516378754009
"180","belem","rcp26",0.00677976155778259,0,0.0124654460752993,0.00942797761154543,0,0.00374538313301497
"181","belem","rcp26",0.0813258352363928,0,0.0209047555433817,0.0262396871023826,0,0.00599342815013327
"182","belem","rcp26",0.0717412112898617,0,0.0402311197887559,0.01962660915976,0,0.0192327820651421
"183","belem","rcp26",0.0267413354418914,0,0.0314109570765315,0.0120530773071162,0,0.0339768672918851
"184","belem","rcp26",0.158992983777504,0,0.0246727561549797,0.0231858953284435,0,0.0791830696067451
"185","belem","rcp26",0.0124059059109595,0,0.107141934320019,0.0781036480592036,0,0.0714323186301844
"186","belem","rcp26",0.041723471400112,0,0.00254056759000943,0.00638991065088434,0,0.00479226042774529
"187","belem","rcp26",0.00227477788524548,0,0.00464825517579447,0.00283252558503821,0,7.74770428250853e-05
"188","belem","rcp26",0.00932245307389182,0,0.00156291404823828,0.00655443266808458,0,0.00279910668428214
"189","belem","rcp26",0.156043401251114,0,0.0490355540933745,0.0337773587325555,0,0.0123377602551788
"190","belem","rcp26",0.0213437144722084,0,0.0278858399924547,0.0219627055594931,0,0.00261924982755867
"191","belem","rcp26",0.0298256234248282,0,0.0590510682410299,0.0679320297662454,0,0.0150853586865104
"192","belem","rcp26",0.0156585003849058,0,0.0192884255776884,0.0200951015985124,0,0.014049271459858
"193","belem","rcp26",0.133382758241855,0,0.00625222484106938,0.0214053321218506,0,0.00839438261426799
"194","belem","rcp26",0.00537686694589312,0,0.0079708474694454,0.00194839989980356,0,0.00423345572397862
"195","belem","rcp26",0.1092431257495,0,0.0832801494286333,0.102698328333481,0,0.00750082839072106
"196","belem","rcp26",0.0159716149335801,0,0.0499125628995039,0.0151333209212788,0,0.0380762242283991
"197","belem","rcp26",0.0219399566469265,0,0.0283577531122117,0.0123907545623628,0,0.0291983960180991
"198","belem","rcp26",0.0310891800099063,0,0.154538872962507,0.0426138836351122,0,0.0818876129377453
"199","belem","rcp26",0.0231222249440226,0,0.0178041108410132,0.0305786819444242,0,0.0194462056565677
"200","belem","rcp26",0.00446220880548712,0,0.00947598413919802,0.00835515392834953,0,0.00352462217016295
"201","belem","rcp26",0.0578864102086247,0,0.0208119028716667,0.024384334023174,0,0.0224958335314925
"202","belem","rcp26",0.00618443239327569,0,0.0151191233886619,0.0132191873342963,0,0.0044640704282014
"203","belem","rcp26",0.0737969334367605,0,0.00449354957340733,0.0269598515029092,0,0.015490518969923
"204","belem","rcp26",0.00672168829397082,0,0.00577869744715166,0.00637524093441614,0,0.00172623919394158
"205","belem","rcp26",0.00109273115029002,0,0.005041031690845,0.00237797492342462,0,0.00363913654727842
"206","belem","rcp26",0.00188134795965399,0,0.00421050046496282,0.00356096405241365,0,0.000689275657473859
"207","belem","rcp26",0.0217294898948747,0,0.018681052495142,0.00373073610366196,0,0.010687469664545
"208","belem","rcp26",0.00445459386815384,0,0.00140824416555068,0.00313609739832834,0,0.00178882786958336
"209","belem","rcp26",0.0328602779971592,0,0.0364434877875024,0.00548702122290674,0,0.0338957932302356
"210","belem","rcp26",0.00597653240004171,0,0.000443886053651494,0.00325311155661488,0,0.000814613503049367
"211","belem","rcp26",0.000819490198734369,0,0.00546291843314602,0.00105259603330728,0,0.00136487883685661
"212","belem","rcp26",0.0127436606508971,0,0.0151273000124529,0.020655993558631,0,0.00570272966660777
"213","belem","rcp26",0.086425340945778,0,0.0253973539796207,0.0581496665841911,0,0.0611160792505341
"214","belem","rcp26",0.0668556706981239,0,0.0693345662563023,0.0355088312110131,0,0.0505014491740594
"215","belem","rcp26",0.0124844071580176,0,0.0290885253927906,0.000595716764112579,0,0.0247217116195197
"216","belem","rcp26",0.0640661576729958,0,0.0181354897324126,0.0536468118420315,0,0.00533267514384358
"217","belem","rcp26",0.0108415778619747,0,0.00186349426987477,0.0019840613355725,0,0.00492462887980678
"218","belem","rcp26",0.0132721965265631,0,0.0849590531009996,0.0732333109409364,0,0.0266237741245064
"219","belem","rcp26",0.016420704282976,0,0.0602079701492511,0.0251259975050524,0,0.0399494412614795
"220","belem","rcp26",0.770098748582694,0.0973729013267098,0.0821092419937268,0.376735329430339,0.379436650104711,0.14208967090343
"221","belem","rcp26",0.00451512621488055,0.0295382697055594,0.0434496943301906,0.0536956441660995,0.00337649495846413,0.0288286880402243
"222","belem","rcp26",0.163127858608503,0.133657968096278,0.166972537969319,0.240785140810537,0.195082007292343,0.244741526273153
"223","belem","rcp26",0.0715347703955159,0.0201624072747962,0.00395390769686816,0.0489653699363987,0.0150464551619813,0.0471075656317788
"224","belem","rcp26",0.220433446759164,0.47968030125183,0.0470427340336173,0.093216978100261,0.0789696167898366,0.190927465221676
"225","belem","rcp26",0.0507147850215757,0.177968827214542,0.0411862168552068,0.0514727236149666,0.0162108823147014,0.0254262174949811
"226","belem","rcp26",0.0469215691343954,0.0998268655024617,0.0120011757061635,0.0295733318534235,0.0337308625877271,0.0540799978432195
"227","belem","rcp26",0.177673080729965,0.117269168863017,0.691613804555962,0.49537080415425,0.270708895037314,0.177525701233202
"228","belem","rcp26",0.233734206726435,0.0526743566920639,0.0713851119653296,0.0461552367424938,0.0667478485238166,0.0611510853056137
"229","belem","rcp26",0.121839576058432,0.129131560113728,0.110619437593264,0.169333671474672,0.230569145588476,0.159232686457448
"230","belem","rcp26",0.108498468412835,0.0182780240053632,0.0303078845610886,0.0754480478678231,0.101759474360953,0.0382910021096184
"231","belem","rcp26",0.0424294703348255,0.0101488350854834,0.0437369075221051,0.0446828364707721,0.0194608550947379,0.0111398248253753
"232","belem","rcp26",0.0155612437439254,0.00998752504524287,0.0763115992450854,0.0552680841494422,0.0129256180162346,0.0221396514314982
"233","belem","rcp26",0.255262299045185,0.285201601716129,0.0615076469189109,0.155543580934034,0.276920551942985,0.153280758487704
"234","belem","rcp26",0.0420004728032657,0.112797761484083,0.0746490296517531,0.143823609585639,0.0020824153755749,0.0627112222309761
"235","belem","rcp26",0.038893271436959,0.1229076541188,0.02553820315375,0.027270757186257,0.0646982033934381,0.024180208569737
"236","belem","rcp26",0.34911268478034,0.197191496725444,0.139701400569967,0.0129158980467262,0.310787774149575,0.341591904931246
"237","belem","rcp26",0.0636927596284066,0.350047707293147,0.0733170022258176,0.194620810633584,0.147193916440024,0.191426311963663
"238","belem","rcp26",0.032118970599651,0.0716259999976374,0.113523411929065,0.0323529299764585,0.149561221468775,0.00360748513883045
"239","belem","rcp26",0.118245389807786,0.0406200066545304,0.0365541829881315,0.128224637050087,0.128859633220027,0.0130152740643569
"240","belem","rcp26",0.226601139427528,0.480738358872921,0.375802432613285,0.248112758633666,0.426172185825704,0.498413089421397
"241","belem","rcp26",0.0265854699580352,0.355783678836334,0.050578925242326,0.109744579820245,0.197559649895226,0.061520159888365
"242","belem","rcp26",0.0224201142902866,0.0309256090509049,0.102213933635318,0.0640477680216079,0.0132213000832559,0.0455331248658188
"243","belem","rcp26",0.0153818708976655,0.0075102055965717,0.0101318413541315,0.00564027061389139,0.0203022117360535,0.0065985100399775
"244","belem","rcp26",0.0278300629658186,0.236110216344246,0.204998295001258,0.286737488426328,0.258965800322777,0.0703129735651281
"245","belem","rcp26",0.228001732084641,0.111197641619787,0.175303329356628,0.28290419131903,0.195085800082176,0.151711803387985
"246","belem","rcp26",0.036582028918302,0.305068080395897,0.0181372798541157,0.122471265230357,0.184531374853082,0.107370163296851
"247","belem","rcp26",0.0262870970717244,0.0370712077272334,0.0336708890849181,0.0433331440435874,0.0157373930229129,0.00919800761440865
"248","belem","rcp26",0.360076627992833,0.172430631075962,0.0515816867639482,0.29403426323507,0.0393557310277163,0.136423894019541
"249","belem","rcp26",0.0988478048601243,0.105241816466447,0.203408165621358,0.115338368080995,0.149837485269407,0.133105361473662
"250","belem","rcp26",0.397251587068957,0.101324672137749,0.331764735782342,0.403994584159272,0.0743085798677254,0.253891155579847
